change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
8654,/COMMIT_MSG,4435,1,AAAAI3%2F%2F%2F9w%3D,Line,7,,2012-06-20 05:45:14,The first line should be a short one line summary.,False,6
